"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 17 15:05:39 MSK 2020","Wed Jun 17 15:05:50 MSK 2020","11220","","Create a Lab","","DIAFE:0001 Possibility to successfully create an unspecified lab","","DIAFE:0001 Possibility to successfully create an unspecified lab",""
